ID,Sector,Exposure_Time,FFI,SPOC
5260759175761502976,9.0,1425.599414,True,False
5260759175761502976,27.0,475.199782,True,False
5260759175761502976,33.0,475.199788,True,False
5260759175761502976,30.0,475.199788,True,False
5260759175761502976,32.0,475.199789,True,False
5260759175761502976,31.0,475.19979,True,False
5260759175761502976,28.0,475.199791,True,False
5260759175761502976,29.0,475.199793,True,False
5260759175761502976,39.0,475.199784,True,False
5260759175761502976,36.0,475.199787,True,False
5260759175761502976,37.0,475.199788,True,False
5260759175761502976,38.0,475.199789,True,False
5260759175761502976,34.0,475.19979,True,False
5260759175761502976,35.0,475.199793,True,False
5260759175761502976,68.0,158.399926,True,False
5260759175761502976,61.0,158.399927,True,False
5260759175761502976,65.0,158.399927,True,False
5260759175761502976,66.0,158.399927,True,False
5260759175761502976,67.0,158.399927,True,False
5260759175761502976,69.0,158.399927,True,False
5260759175761502976,63.0,158.399928,True,False
5260759175761502976,64.0,158.399928,True,False
5260759175761502976,87.0,158.399924,True,False
5260759175761502976,93.0,158.399924,True,False
5260759175761502976,94.0,158.399924,True,False
5260759175761502976,95.0,158.399924,True,False
5260759175761502976,96.0,158.399924,True,False
5260759175761502976,88.0,158.399925,True,False
5260759175761502976,90.0,158.399925,True,False
5260759175761502976,97.0,158.399925,True,False
5260759175761502976,98.0,158.399926,True,False
5266917261213622144,6.0,1425.59941,True,True
5266917261213622144,5.0,1425.599416,True,True
5266917261213622144,4.0,1425.599419,True,True
5266917261213622144,3.0,1425.599424,True,True
5266917261213622144,2.0,1425.599438,True,True
5266917261213622144,10.0,1425.599391,True,True
5266917261213622144,13.0,1425.599392,True,True
5266917261213622144,12.0,1425.599394,True,True
5266917261213622144,8.0,1425.599402,True,True
5266917261213622144,7.0,1425.599406,True,True
5266917261213622144,9.0,1425.599414,True,True
5266917261213622144,27.0,475.199782,True,True
5266917261213622144,30.0,475.199788,True,True
5266917261213622144,33.0,475.199788,True,True
5266917261213622144,32.0,475.199789,True,True
5266917261213622144,31.0,475.19979,True,True
5266917261213622144,28.0,475.199791,True,True
5266917261213622144,29.0,475.199793,True,True
5266917261213622144,39.0,475.199784,True,True
5266917261213622144,36.0,475.199787,True,True
5266917261213622144,37.0,475.199788,True,True
5266917261213622144,38.0,475.199789,True,True
5266917261213622144,34.0,475.19979,True,True
5266917261213622144,35.0,475.199793,True,True
5266917261213622144,68.0,158.399926,True,True
5266917261213622144,69.0,158.399927,True,True
5266917261213622144,67.0,158.399927,True,True
5266917261213622144,65.0,158.399927,True,True
5266917261213622144,66.0,158.399927,True,True
5266917261213622144,61.0,158.399927,True,True
5266917261213622144,63.0,158.399928,True,True
5266917261213622144,62.0,158.399928,True,True
5266917261213622144,64.0,158.399928,True,True
5266917261213622144,87.0,158.399924,True,True
5266917261213622144,94.0,158.399924,True,True
5266917261213622144,96.0,158.399924,True,True
5266917261213622144,95.0,158.399924,True,True
5266917261213622144,93.0,158.399924,True,True
5266917261213622144,97.0,158.399925,True,True
5266917261213622144,89.0,158.399925,True,True
5266917261213622144,88.0,158.399925,True,True
5266917261213622144,90.0,158.399925,True,True
5266917261213622144,98.0,158.399926,True,True
5287046368477870848,6.0,1425.59941,True,True
5287046368477870848,5.0,1425.599416,True,True
5287046368477870848,4.0,1425.599419,True,True
5287046368477870848,3.0,1425.599424,True,True
5287046368477870848,1.0,1425.599428,True,True
5287046368477870848,2.0,1425.599438,True,True
5287046368477870848,10.0,1425.599391,True,True
5287046368477870848,13.0,1425.599392,True,True
5287046368477870848,12.0,1425.599394,True,True
5287046368477870848,11.0,1425.599394,True,True
5287046368477870848,8.0,1425.599402,True,True
5287046368477870848,7.0,1425.599406,True,True
5287046368477870848,9.0,1425.599414,True,True
5287046368477870848,27.0,475.199782,True,True
5287046368477870848,33.0,475.199788,True,True
5287046368477870848,30.0,475.199788,True,True
5287046368477870848,32.0,475.199789,True,True
5287046368477870848,31.0,475.19979,True,True
5287046368477870848,28.0,475.199791,True,True
5287046368477870848,29.0,475.199793,True,True
5287046368477870848,39.0,475.199784,True,True
5287046368477870848,36.0,475.199787,True,True
5287046368477870848,37.0,475.199788,True,True
5287046368477870848,38.0,475.199789,True,True
5287046368477870848,34.0,475.19979,True,True
5287046368477870848,35.0,475.199793,True,True
5287046368477870848,68.0,158.399926,True,True
5287046368477870848,69.0,158.399927,True,True
5287046368477870848,67.0,158.399927,True,True
5287046368477870848,66.0,158.399927,True,True
5287046368477870848,65.0,158.399927,True,True
5287046368477870848,61.0,158.399927,True,True
5287046368477870848,64.0,158.399928,True,True
5287046368477870848,63.0,158.399928,True,True
5287046368477870848,62.0,158.399928,True,True
5287046368477870848,87.0,158.399924,True,True
5287046368477870848,96.0,158.399924,True,True
5287046368477870848,95.0,158.399924,True,True
5287046368477870848,94.0,158.399924,True,True
5287046368477870848,93.0,158.399924,True,True
5287046368477870848,97.0,158.399925,True,True
5287046368477870848,89.0,158.399925,True,True
5287046368477870848,88.0,158.399925,True,True
5287046368477870848,90.0,158.399925,True,True
5287046368477870848,98.0,158.399926,True,True
5292028393100840320,6.0,1425.59941,True,False
5292028393100840320,5.0,1425.599416,True,False
5292028393100840320,4.0,1425.599419,True,False
5292028393100840320,3.0,1425.599424,True,False
5292028393100840320,1.0,1425.599428,True,False
5292028393100840320,2.0,1425.599438,True,False
5292028393100840320,10.0,1425.599391,True,False
5292028393100840320,13.0,1425.599392,True,False
5292028393100840320,11.0,1425.599394,True,False
5292028393100840320,8.0,1425.599402,True,False
5292028393100840320,7.0,1425.599406,True,False
5292028393100840320,9.0,1425.599414,True,False
5292028393100840320,27.0,475.199782,True,False
5292028393100840320,33.0,475.199788,True,False
5292028393100840320,30.0,475.199788,True,False
5292028393100840320,32.0,475.199789,True,False
5292028393100840320,31.0,475.19979,True,False
5292028393100840320,28.0,475.199791,True,False
5292028393100840320,29.0,475.199793,True,False
5292028393100840320,39.0,475.199784,True,False
5292028393100840320,36.0,475.199787,True,False
5292028393100840320,37.0,475.199788,True,False
5292028393100840320,38.0,475.199789,True,False
5292028393100840320,34.0,475.19979,True,False
5292028393100840320,35.0,475.199793,True,False
5292028393100840320,68.0,158.399926,True,False
5292028393100840320,67.0,158.399927,True,False
5292028393100840320,69.0,158.399927,True,False
5292028393100840320,66.0,158.399927,True,False
5292028393100840320,65.0,158.399927,True,False
5292028393100840320,61.0,158.399927,True,False
5292028393100840320,64.0,158.399928,True,False
5292028393100840320,63.0,158.399928,True,False
5292028393100840320,62.0,158.399928,True,False
5292028393100840320,87.0,158.399924,True,False
5292028393100840320,96.0,158.399924,True,False
5292028393100840320,95.0,158.399924,True,False
5292028393100840320,93.0,158.399924,True,False
5292028393100840320,94.0,158.399924,True,False
5292028393100840320,97.0,158.399925,True,False
5292028393100840320,88.0,158.399925,True,False
5292028393100840320,90.0,158.399925,True,False
5292028393100840320,98.0,158.399926,True,False
5381146215717550336,10.0,1425.599391,True,False
5381146215717550336,37.0,475.199788,True,False
5381146215717550336,63.0,158.399928,True,False
5381146215717550336,64.0,158.399928,True,False
5381146215717550336,90.0,158.399925,True,False
5468091231551021184,9.0,1425.599414,True,False
5468091231551021184,36.0,475.199787,True,False
5468091231551021184,63.0,158.399928,True,False
5468091231551021184,90.0,158.399925,True,False
5471516004114550784,9.0,1425.599414,True,True
5471516004114550784,36.0,475.199787,True,True
5471516004114550784,63.0,158.399928,True,True
5481843025342799104,6.0,1425.59941,True,True
5481843025342799104,5.0,1425.599416,True,True
5481843025342799104,4.0,1425.599419,True,True
5481843025342799104,3.0,1425.599424,True,True
5481843025342799104,1.0,1425.599428,True,True
5481843025342799104,2.0,1425.599438,True,True
5481843025342799104,10.0,1425.599391,True,True
5481843025342799104,13.0,1425.599392,True,True
5481843025342799104,12.0,1425.599394,True,True
5481843025342799104,11.0,1425.599394,True,True
5481843025342799104,8.0,1425.599402,True,True
5481843025342799104,7.0,1425.599406,True,True
5481843025342799104,9.0,1425.599414,True,True
5481843025342799104,27.0,475.199782,True,True
5481843025342799104,33.0,475.199788,True,True
5481843025342799104,30.0,475.199788,True,True
5481843025342799104,32.0,475.199789,True,True
5481843025342799104,31.0,475.19979,True,True
5481843025342799104,28.0,475.199791,True,True
5481843025342799104,29.0,475.199793,True,True
5481843025342799104,39.0,475.199784,True,True
5481843025342799104,36.0,475.199787,True,True
5481843025342799104,37.0,475.199788,True,True
5481843025342799104,38.0,475.199789,True,True
5481843025342799104,34.0,475.19979,True,True
5481843025342799104,35.0,475.199793,True,True
5481843025342799104,68.0,158.399926,True,True
5481843025342799104,69.0,158.399927,True,True
5481843025342799104,67.0,158.399927,True,True
5481843025342799104,66.0,158.399927,True,True
5481843025342799104,65.0,158.399927,True,True
5481843025342799104,61.0,158.399927,True,True
5481843025342799104,64.0,158.399928,True,True
5481843025342799104,63.0,158.399928,True,True
5481843025342799104,62.0,158.399928,True,True
5481843025342799104,87.0,158.399924,True,True
5481843025342799104,96.0,158.399924,True,True
5481843025342799104,95.0,158.399924,True,True
5481843025342799104,94.0,158.399924,True,True
5481843025342799104,93.0,158.399924,True,True
5481843025342799104,97.0,158.399925,True,True
5481843025342799104,89.0,158.399925,True,True
5481843025342799104,88.0,158.399925,True,True
5481843025342799104,90.0,158.399925,True,True
5481843025342799104,98.0,158.399926,True,True
5486916932205092352,6.0,1425.59941,True,False
5486916932205092352,5.0,1425.599416,True,False
5486916932205092352,3.0,1425.599424,True,False
5486916932205092352,2.0,1425.599438,True,False
5486916932205092352,10.0,1425.599391,True,False
5486916932205092352,13.0,1425.599392,True,False
5486916932205092352,12.0,1425.599394,True,False
5486916932205092352,8.0,1425.599402,True,False
5486916932205092352,7.0,1425.599406,True,False
5486916932205092352,9.0,1425.599414,True,False
5486916932205092352,27.0,475.199782,True,False
5486916932205092352,30.0,475.199788,True,False
5486916932205092352,33.0,475.199788,True,False
5486916932205092352,32.0,475.199789,True,False
5486916932205092352,29.0,475.199793,True,False
5486916932205092352,39.0,475.199784,True,False
5486916932205092352,36.0,475.199787,True,False
5486916932205092352,37.0,475.199788,True,False
5486916932205092352,34.0,475.19979,True,False
5486916932205092352,35.0,475.199793,True,False
5486916932205092352,68.0,158.399926,True,False
5486916932205092352,61.0,158.399927,True,False
5486916932205092352,66.0,158.399927,True,False
5486916932205092352,67.0,158.399927,True,False
5486916932205092352,69.0,158.399927,True,False
5486916932205092352,62.0,158.399928,True,False
5486916932205092352,63.0,158.399928,True,False
5486916932205092352,87.0,158.399924,True,False
5486916932205092352,96.0,158.399924,True,False
5486916932205092352,95.0,158.399924,True,False
5486916932205092352,94.0,158.399924,True,False
5486916932205092352,93.0,158.399924,True,False
5486916932205092352,97.0,158.399925,True,False
5486916932205092352,89.0,158.399925,True,False
5486916932205092352,88.0,158.399925,True,False
5486916932205092352,90.0,158.399925,True,False
5486916932205092352,98.0,158.399926,True,False
5550620058937466880,6.0,1425.59941,True,True
5550620058937466880,5.0,1425.599416,True,True
5550620058937466880,7.0,1425.599406,True,True
5550620058937466880,33.0,475.199788,True,True
5550620058937466880,32.0,475.199789,True,True
5550620058937466880,34.0,475.19979,True,True
5550620058937466880,61.0,158.399927,True,True
5550620058937466880,87.0,158.399924,True,True
5550620058937466880,88.0,158.399925,True,True
5550620058937466880,98.0,158.399926,True,True
5571142580908768384,6.0,1425.59941,True,False
5571142580908768384,5.0,1425.599416,True,False
5571142580908768384,7.0,1425.599406,True,False
5571142580908768384,33.0,475.199788,True,False
5571142580908768384,32.0,475.199789,True,False
5571142580908768384,34.0,475.19979,True,False
5571142580908768384,87.0,158.399924,True,False
5571142580908768384,98.0,158.399926,True,False
5657274198660921472,9.0,1425.599414,True,True
5657274198660921472,35.0,475.199793,True,True
5657274198660921472,62.0,158.399928,True,True
5657274198660921472,89.0,158.399925,True,True
5677606810060597248,8.0,1425.599402,True,False
5677606810060597248,35.0,475.199793,True,False
5677606810060597248,62.0,158.399928,True,False
5677606810060597248,89.0,158.399925,True,False
5682008056323530368,8.0,1425.599402,True,False
5682008056323530368,35.0,475.199793,True,False
5682008056323530368,62.0,158.399928,True,False
5682008056323530368,89.0,158.399925,True,False
5683119044103789440,8.0,1425.599402,True,False
5683119044103789440,35.0,475.199793,True,False
5683119044103789440,62.0,158.399928,True,False
5683119044103789440,89.0,158.399925,True,False
5686163724944033792,8.0,1425.599402,True,True
5686163724944033792,35.0,475.199793,True,True
5686163724944033792,62.0,158.399928,True,True
5686163724944033792,89.0,158.399925,True,True
5690846274384548864,8.0,1425.599402,True,False
5690846274384548864,35.0,475.199793,True,False
5690846274384548864,62.0,158.399928,True,False
5690846274384548864,89.0,158.399925,True,False
5761985432616501376,8.0,1425.599402,True,False
5761985432616501376,34.0,475.19979,True,False
5761985432616501376,61.0,158.399927,True,False
5761985432616501376,88.0,158.399925,True,False
5776161813992756992,13.0,1425.599392,True,False
5776161813992756992,12.0,1425.599394,True,False
5776161813992756992,39.0,475.199784,True,False
5776161813992756992,66.0,158.399927,True,False
5776161813992756992,93.0,158.399924,True,False
5802998414627069696,13.0,1425.599392,True,True
5802998414627069696,12.0,1425.599394,True,True
5802998414627069696,39.0,475.199784,True,True
5802998414627069696,66.0,158.399927,True,True
5802998414627069696,93.0,158.399924,True,True
5802998414627070080,13.0,1425.599392,True,True
5802998414627070080,12.0,1425.599394,True,True
5802998414627070080,39.0,475.199784,True,True
5802998414627070080,66.0,158.399927,True,True
5802998414627070080,93.0,158.399924,True,True
6113324752547911040,11.0,1425.599394,True,True
6113324752547911040,38.0,475.199789,True,True
6113324752547911040,64.0,158.399928,True,True
6114232433761438208,11.0,1425.599394,True,True
6114232433761438208,38.0,475.199789,True,True
6114232433761438208,64.0,158.399928,True,True
6119528334597735296,11.0,1425.599394,True,True
6119528334597735296,38.0,475.199789,True,True
6119528334597735296,65.0,158.399927,True,True
6140884286374656000,10.0,1425.599391,True,False
6140884286374656000,11.0,1425.599394,True,False
6140884286374656000,37.0,475.199788,True,False
6140884286374656000,64.0,158.399928,True,False
6160315989731008768,10.0,1425.599391,True,False
6160315989731008768,37.0,475.199788,True,False
6160315989731008768,64.0,158.399928,True,False
6171593062022433920,11.0,1425.599394,True,False
6171593062022433920,37.0,475.199788,True,False
6173812151364882688,11.0,1425.599394,True,False
6173812151364882688,37.0,475.199788,True,False
6173812151364882688,64.0,158.399928,True,False
6203502160773159424,11.0,1425.599394,True,False
6203502160773159424,38.0,475.199789,True,False
6203502160773159424,65.0,158.399927,True,False
6213248060043565184,11.0,1425.599394,True,False
6213248060043565184,38.0,475.199789,True,False
6213248060043565184,65.0,158.399927,True,False
6213248060043565184,91.0,158.399927,True,False
6221167631840454400,11.0,1425.599394,True,True
6221167631840454400,38.0,475.199789,True,True
6235533167875990272,12.0,1425.599394,True,False
6235533167875990272,38.0,475.199789,True,False
6235533167875990272,91.0,158.399927,True,False
6242063304871870592,91.0,158.399927,True,False
6274832977622107264,11.0,1425.599394,True,False
6274832977622107264,37.0,475.199788,True,False
6274832977622107264,64.0,158.399928,True,False
6274832977622107264,91.0,158.399927,True,False
6290519435137636224,11.0,1425.599394,True,False
6290519435137636224,37.0,475.199788,True,False
6290519435137636224,91.0,158.399927,True,False
6302599662016881664,91.0,158.399927,True,False
6302909449418261120,91.0,158.399927,True,False
6311012064136913920,91.0,158.399927,True,True
6324308389531786112,91.0,158.399927,True,False
6337717243069148032,51.0,475.199783,True,False
6337717243069148032,91.0,158.399927,True,False
6342940473056949120,13.0,1425.599392,True,False
6342940473056949120,27.0,475.199782,True,False
6342940473056949120,39.0,475.199784,True,False
6342940473056949120,66.0,158.399927,True,False
6342940473056949120,67.0,158.399927,True,False
6342940473056949120,93.0,158.399924,True,False
6342940473056949120,94.0,158.399924,True,False
6343789261675614464,13.0,1425.599392,True,False
6343789261675614464,12.0,1425.599394,True,False
6343789261675614464,27.0,475.199782,True,False
6343789261675614464,39.0,475.199784,True,False
6343789261675614464,66.0,158.399927,True,False
6343789261675614464,67.0,158.399927,True,False
6343789261675614464,93.0,158.399924,True,False
6343789261675614464,94.0,158.399924,True,False
6343965492773694464,13.0,1425.599392,True,True
6343965492773694464,12.0,1425.599394,True,True
6343965492773694464,39.0,475.199784,True,True
6343965492773694464,66.0,158.399927,True,True
6343965492773694464,67.0,158.399927,True,True
6343965492773694464,93.0,158.399924,True,True
6343965492773694464,94.0,158.399924,True,True
6359521108406068992,13.0,1425.599392,True,True
6359521108406068992,12.0,1425.599394,True,True
6359521108406068992,27.0,475.199782,True,True
